"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","董監酬勞(元)","員工紅利-現金紅利金額(元)","員工紅利-股票紅利金額(元)","員工紅利-股票紅利股數(股)","員工紅利-股票紅利股數佔盈餘轉增資之比例(%)","有無全數分派員工股票紅利而股東未配發股票股利之情事","股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性","摘錄公司章程-股利分派部分","備註",
"1597 - 直得","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/06","        243,722,568","         58,687,757","        294,164,007","        254,818,003","0.20000000","0.0","         11,241,714","0.50000000","0.0","          2,810,429","            557,053","          4,225,518","                  0","                  0","0.00000","無","","本公司當年度總決算，如有盈餘，依下列順序分派之：
一、提繳稅捐。
二、彌補虧損。
三、提存百分之十為法定盈餘公積。
四、必要時依法令或主管機關規定提列或迴轉特別盈餘公積。
五、董事及監察人酬勞，依一至四款規定數額後剩餘之數提撥不高於百分之三。
六、員工紅利就依一至四款規定數額後剩餘之數提撥百分之三至百分之八。員工紅利之分派得以現金或股票方式發放，以股票紅利發放時，其分派對象得包括符合一定條件之從屬公司員工，該一定條件由董事會訂定之。
七、扣除前一至六款提列款項後之餘額，併同以前年度未分配盈餘，由董事會擬具分配議案，提請股東會決議分派股東股利或保留之。
本公司為持續擴充營運規模，提昇競爭實力，配合公司長期之業務發展、未來之資金需求及長期之財務規劃，股利發放政策以股票股利及搭配部分現金股利為主，現金股利發放總額應不低於擬發放股東紅利總額百分之十。","",
"1598 - 岱宇","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/26","         77,505,828","         23,606,357","         98,751,549","         98,751,549","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積累積已達本公司實收資本總額時，不在此限，另必要時依法提列或迴轉特別盈餘公積，其餘由董事會視營運狀況酌予保留適當額度後，按下列順序分派之：
(一)員工紅利不低於百分之一。
(二)董事監察人酬勞不高於百分之五。
(三)其餘部份加計以前年度未分配盈餘後由董事會擬定盈餘分配案提請股東會決議分配或保留之。","",
"1603 - 華電","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/24","        -89,127,961","        245,723,268","         42,144,068","         42,144,068","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","","無","","第廿四條：本公司年度結算，如有盈餘，除依
法完納稅捐外，應先彌補以往年度虧損，次就
其餘額提列百分之十為法定盈餘公積，再就股
東權益項下減項提列特別盈餘公積，再就其餘
額先撥付百分之五為董事監察人酬勞及百分之
一為員工紅利，其餘可分派盈餘由董事會擬具
分派議案提請股東會決議分派之。","",
"1604 - 聲寶","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/16","        149,091,625","        427,995,866","        519,924,189","        146,824,139","0.70000000","0.0","        373,100,050","0.0","0.0","                  0","          3,851,963","         11,555,888","                  0","                  0","0.00000","無","","第廿八條：本公司每年度決算如有盈餘，應於完納稅捐、彌補虧損後，就其餘額提列百分之十法定盈餘公積，但法定盈餘公積累積已達本公司實收資本額時，得免繼續提列，提撥不高於百分之三董事監察人酬勞金及不低於百分之一員工紅利，並依法令規定或得視業務需要提列或迴轉特別盈餘公積後，其餘併同累積未分配盈餘，由股東會決議分派股東紅利。
本公司依據資本預算規劃來衡量未來年度之資金需求，股利之分派考量未來營運規模及對現金流量之需求，得以股票股利或現金股利方式為之，其中現金股利之比例不低於股利總額之10%。
員工分配股票紅利之對象得包括符合一定條件之從屬公司員工。","",
"1605 - 華新","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/11","                  0","     -2,688,696,290","      2,607,419,924","      2,607,419,924","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","第廿八條：本公司年度決算有盈餘時，除依法彌補歷年虧損，並提繳所得稅外，應先提百分之十為法定盈餘公積；但法定盈餘公積已達資本總額時，不在此限。前項剩餘之數額加計前期未分配盈餘，或年度決算為虧損，但於加計前期未分配盈餘後仍有可分配盈餘時，應先依法令或主管機關規定提撥特別盈餘公積，其餘得依股東會決議保留全部或部份盈餘後，依下列比例分配之。
一、股東紅利百分之九十一‧五。
二、員工紅利百分之三。
三、董事監察人酬勞金百分之一‧五。
四、其餘全部或部分作為特別盈餘公積。
前項第二款員工紅利若為股票紅利時，其對象包括符合一定條件之從屬公司員工，其相關條件或分配辦法授權董事會另定之。","",
"1608 - 華榮","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/12","         58,598,986","        420,579,315","        488,930,940","         45,989,486","0.70000000","0.0","        442,941,454","0.0","0.0","                  0","          8,138,260","         12,207,390","                  0","                  0","","無","","本公司每年度決算如有盈餘依下列順序分配:
(一)彌補以往年度虧損
(二)提列百分之十法定盈餘公積，直至累積金額已達本公司資本總額為止
(三)視公司營運需要及法令規定酌提或迴轉特別盈餘公積
如尚有盈餘，就其餘額分派如下：
(四)提列員工紅利三％及董監事酬勞二％
(五)其餘由董事會擬具盈餘分配議案，提請股東會同意","",
"1609 - 大亞","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/06","        230,212,789","        142,612,569","        342,539,986","        226,503,828","0.20000000","0.0","        116,036,158","0.0","0.0","                  0","          3,850,539","          1,283,513","                  0","                  0","","無","","本公司每年度決算如有盈餘時,除依法彌補歷年虧損及提繳所得稅外,次提列百分之十為法定盈餘公積及依法令規定提列特別盈餘公積金,再就其餘額提列員工紅利百分之一及董監事酬勞金百分之三後,其餘連同以前年度未分配盈餘提撥20%至90%做為股東股利,其中現金股利發放比率不低於股利總額10%,餘以股票股利發放,股利每股若低於0.1元則不予發放","",
"1611 - 中電","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/20","        188,911,876","       -539,468,766","                  0","                  0","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司所處產業環境多變，企業生命週期正值穩定成熟階段，考量本公司未來資金需求及長期規劃，並滿足股東對現金流入之需求，本公司每年決算後如有盈餘，除依法繳納營利事業所得稅及彌補以往年度虧損外，應先提撥百分之十法定盈餘公積及就當年度發生之股東權益減項金額提列特別盈餘公積，並加計上一年度未分配盈餘後，提撥百分之五十以上按下列方式分派之，惟前述盈餘提供分派之比例及股東現金股利之比率，得視當年度獲利及資金狀況，經董事會提報股東會決議調整之：
           一、董事、監察人酬勞不高於百分之五。
二、員工紅利不高於百分之十，不低於百分之一。
三、餘額為股東紅利，其中現金股利不得低於股東紅利百分之十，但現金股利每股若低於0.1元則不發放，改以股票股利發放。
如有前一年度累積或當年度發生但當年度稅後盈餘不足提列之股東權益減項，應自前一年度累積未分配盈餘提列相同數額之特別盈餘公積，並於提撥供分派前先行扣除。前述盈餘分派由董事會擬具議案，提請股東會決議辦理之。前述員工紅利分配股票股利之對象，得包括從屬企業之特定員工，其條件由董事會訂定之。","",
"1612 - 宏泰","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/26","        710,439,052","         51,365,081","        828,649,069","        585,535,772","0.75000000","0.0","        243,113,297","0.0","0.0","                  0","          4,752,743","          9,505,485","                  0","                  0","0.00000","無","","第廿一條：	本公司部份產品係屬傳統產業，企業生命週期漸入「成熟期」，部份則為新興產業，生命週期係屬「成長期」。為考量本公司未來資金需求及長期財務規劃，本公司年終決算，如有盈餘，應先撥補虧損及繳納一切稅捐，後提百分之十為法定盈餘公積，並依法令提列或迴轉特別盈餘公積後，先提撥百分之四為員工紅利，百分之二為董監酬勞，但不得重分配。百分之三十五以上為股東股利。
現金股利不得低於股利總數之百分之十，但每股若低於○．一元時，改以股票股利發放。每股盈餘分配如低於○．五元時，則股東股利得予保留。前述盈餘分派由董事會擬具議案，提請股東會決議後辦理之。從屬公司員工對公司有特殊貢獻經董事長核定者，享有參予員工分配股票紅利。","",
"1614 - 三洋電","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/19","        459,490,019","        240,925,889","        768,123,567","        525,921,502","0.90000000","0.0","        242,202,065","0.0","0.0","                  0","         10,044,000","         43,207,019","                  0","                  0","","無","","股東紅利部份不低於百分之八十,其中以現金方式不低於百分之四十","",
"1615 - 大山","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/05/30","         91,050,034","         30,010,103","        117,998,808","         84,440,273","0.30000000","0.0","         33,558,535","0.0","0.0","                  0","          1,168,778","          1,168,778","                  0","                  0","0.00000","無","","第廿三條 本公司年度決算後如有盈餘，除依法繳納一切稅捐及彌補以前年度虧損外，應先提百分之十為法定盈餘公積及就當年度發生之股東權益減項金額提列特別盈餘公積，若尚有盈餘，提列員工紅利百分之二至百分之五，董事、監察人酬勞金百分之二至百分之五，分配股利總金額以連同上一年度累積未分配盈餘提撥百分之五十以上方式分派之，其中現金股利不得低於股利總額之百分之十五，但現金股利若低於0.1 元，則改以股票股利發放。此項盈餘得視當年度獲利及未資金狀況，由董事會擬具分配辦法，提請股東會承認分派之。公司非於盈餘公積填補資本虧損，仍有不足時，不得以資本公積補充之。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","董監酬勞(元)","員工紅利-現金紅利金額(元)","員工紅利-股票紅利金額(元)","員工紅利-股票紅利股數(股)","員工紅利-股票紅利股數佔盈餘轉增資之比例(%)","有無全數分派員工股票紅利而股東未配發股票股利之情事","股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性","摘錄公司章程-股利分派部分","備註",
"1616 - 億泰","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/17","       -184,096,781","          3,266,115","       -106,478,122","       -106,478,122","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","依公司章程規定，本年度決算如有盈餘，應先提繳稅款，彌補以往虧損，故不得提列法定盈餘公積、員工紅利及董監酬勞。","",
"1617 - 榮星","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/17","                  0","         16,873,746","         50,676,402","         50,676,402","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","第二十四條：本公司每年決算如有盈餘，除依法繳納一切稅捐外，應先彌補以往年度虧損，次就其餘額提百分之十為法定盈餘公積及依業務所需提列或迴轉特別盈餘公積，其餘由董事會擬定盈餘分配案，提請股東會決議分派之，其中員工紅利為千分之五，董監事酬勞不得超過百分之三。本公司所處行業特性穩定，為一長久永續經營的事業，為健全公司財務結構並保障投資人權益，本公司乃採取平衡股利政策，綜合考量資本公積、保留盈餘及未來獲利狀況，其分派比例，現金股利以不低於當年度發放現金及股票股利合計數的百分之五，唯若未來盈餘及資金較為充裕時，則提高現金股利發放比例。","",
"1618 - 合機","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/23","        995,741,798","        -65,463,874","        883,176,523","        883,176,523","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司正處業務發展成長期，且配合環境及產業的特性及長期財務規
劃之需求，股利政策衡量投資資金、財務結構及盈餘等情形，據以
決定盈餘分配之數額及種類。
本公司年度盈餘分派時，當期決算如有盈餘，於依法繳納稅捐後，
應先彌補虧損，如尚有盈餘，再提列法定盈餘公積百分之十，並按
法令提列或迴轉特別盈餘公積後，其餘由董事會擬具分派議案送請
股東會決議行之。惟員工紅利不得低於當年度盈餘之千分之五、董
監酬勞不得高於當年度盈餘之百分之一點五。盈餘之分派，其現金
股利以不低於當年度發放股東股利總額百分之十。
此項盈餘提供分派之比率及股票股利與現金股利之比率，得視當年
度實際獲利及資金狀況由董事會提案。","",
"1626 - 艾美特-KY","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/25","        299,447,594","        611,640,010","        788,130,907","        475,770,569","2.55000000","0.0","        312,360,338","0.0","0.0","                  0","          5,998,720","         29,986,402","                  0","                  0","","無","","本公司每會計年度結算，如有盈餘時，董事會於盈餘分派提案時，應於每會計年度盈餘中先提列：(i)支付相關會計年度稅款之準備金；(ii)彌補過去虧損之數額；(iii)百分之十（10%）之盈餘公積；及(iv)證券主管機關依公開發行公司規則要求之特別盈餘公積。如尚有盈餘，得經股東會同意依下列方式及順序分派：
(a)百分之五（5%）至百分之十（10%）作為員工紅利，包括附屬公司之員工；
(b)不多於百分之三（3%）作為董事（不包括獨立董事）酬勞；
(c)如有剩餘，得併同以往年度累積之未分配盈餘之全部或一部，依股東持股比例，發放股利予股東；及
(d)股利採股票股利及現金股利兩者方式互相配合方式分派，惟其中現金股利不得低於依前款所發放予股東之股利之百分之五十（50%）；除董事會及股東會另有決議外，任何所餘利潤得依開曼公司法及公開發行公司規則，在考量財務、業務及經營因素後，以不低於當年度稅後盈餘之百分之二十五（25%），作為股東股利進行分派。","",
"1701 - 中化","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/06","        641,144,362","        240,346,883","        846,646,560","        697,606,020","0.50000000","0.0","        149,040,540","0.0","0.0","                  0","          1,674,613","         16,746,128","                  0","                  0","","無","","本公司所處產業環境多變，企業生命週期正值穩定成長階段，考量本公司未來資金需求及長期財務規劃，並滿足股東對現金流入之需求，本公司每年決算後如有盈餘，依下列順序分派之︰
一、依法提繳稅捐。
二、彌補以往年度虧損。
三、提列百分之十為法定盈餘公積。
四、依規定必須提列之特別盈餘公積。
五、如尚有盈餘，連同上年度累積未分盈餘，做為可供分配之盈餘，惟得視業務狀況酌予保留一部分後，按下列比例分派之：
（一）提撥員工紅利百分之一至百分之十。員工紅利以股票發放時，其對象得包括符合一定條件之從屬公司員工，該一定條件由董事會訂定之。
（二）董事及監察人酬勞金百分之一。
（三）餘額為股東紅利，其中現金股利不得低於股東紅利百分之五十，但現金股利每股低於Ｏ‧一元時，則改以股票股利發放之。","",
"1702 - 南僑","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/06","        286,889,226","        854,366,330","        965,290,532","        377,024,608","2.00000000","0.0","        588,265,924","0.0","0.0","                  0","         30,757,188","          7,689,297","                  0","                  0","0.00000","無","","本公司所處產業環境多變，企業生命週期正值成長階段，考量股東股利之分配依據本公司未來之資本預算規劃、營運政策之資金需求，原則以股票股利為主，並輔以現金股利。
本公司年終結算後，如有盈餘依法繳納稅捐並應先彌補以前年度虧損外，提出百分之十為法定盈餘公積後，並按法令規定提列特別盈餘公積。如尚有盈餘分配如后：
(一)董監事酬勞金視當年度盈餘狀況由董事會決議之。
(二)員工紅利百分之一。
(三)股東股利百分之五十以上至分配完為止，其中現金股利之分配至少為百分之十。
上項分配辦法，應由董事會擬具盈餘分配表，提經股東會議定。","",
"1707 - 葡萄王","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/23","        296,959,832","        835,762,380","      1,046,360,710","        395,185,510","5.00000000","0.0","        651,175,200","0.0","0.0","                  0","         14,969,545","         82,332,497","                  0","                  0","","無","","第 三十 條：本公司決算後，如有盈餘，完納一切稅捐後應先彌補歷年虧損，如尚有盈餘於提列法定盈餘公積百分之十後，並按法令規定另提列特別盈餘公積後，再將餘額連同上年度累積未分配盈餘之數，惟視業務狀況酌與保留一部分後，按左列比例分派之。
一、股東股息紅利百分之八十七。
二、經理人及員工紅利酬勞百分之十一。
三、董事監察人酬勞百分之二。","",
"1708 - 東鹼","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/05/14","      1,105,355,688","        434,382,947","      1,496,786,759","      1,331,055,100","0.50000000","0.0","         82,865,829","0.50000000","0.0","          8,286,583","         11,728,340","         25,411,402","                  0","                  0","0.00000","無","","第卅二條：本公司每屆決算如有盈餘除提付應繳納之所得稅外應先彌補以往年度之虧損，次提法定盈餘公積百分之十及法定特別盈餘公積或迴轉特別盈餘公積後，其餘由董事會擬具分配辦法提請股東會承認後分派之，其中董監事酬勞百分之三、特別獎勵金百分之一．五、員工紅利百分之五，並得酌予保留全部或一部後分派股利。
第卅二條之一：因應公司長期發展，考量公司資本結構及長期財務規劃。本公司之股利政策為反映營運績效，以平衡股利發放為原則。其中股票股利以不超過可分派股利百分之五十為限。並得全部發放現金股利。","",
"1709 - 和益","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/17","        476,643,507","        296,778,989","        679,314,468","        421,354,744","0.60000000","0.0","        257,959,724","0.0","0.0","                  0","          8,013,033","          8,013,033","                  0","                  0","","無","","本公司所處產業環境多變，企業生命週期正值穩定成長階段，考量本公司未來資金需求及長期財務規劃，並滿足股東對現金流入之需求，本公司每年決算如有當期淨利，除彌補虧損外，應先提存百分之十法定盈餘公積，但法定盈餘公積累積已達本公司資本總額時，不在此限。並按法令規定提列或迴轉特別盈餘公積後，如尚有盈餘按下列比例分派之：一、董事、監察人酬勞金百分之三。二、員工紅利百分之三。員工紅利以股票發給之對象得包括符合一定條件之從屬公司員工，該一定條件由董事會訂定之。三、其餘之盈餘並於加計上一年度累積未分配盈餘及當年度未分配盈餘調整數額，作為可供分配之盈餘，分派由董事會訂定，經股東會決議之。","",
"1710 - 東聯","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/06","      1,015,551,737","      1,265,295,401","      2,154,317,598","      1,091,473,963","1.20000000","0.0","      1,062,843,635","0.0","0.0","                  0","         10,957,151","         21,914,302","                  0","                  0","0.00000","無","","第三十三條：本公司股利應參酌所營事業景氣變化之特性，考量各項產品或服務所處生命週期對未來資金之需求與稅制之影響，在維持穩定股利之目標下，依本公司章程所訂比例分配之。除有改善財務結構及支應轉投資，產能擴充或其他重大資本支出等資金需求外，其現金股利部份不低於當年度股息及股東紅利總和之百分之十。
第三十四條：本公司年度結算如有盈餘，於依法繳納營利事業所得稅後，應先彌補歷年虧損，如尚有盈餘，於提列法定盈餘公積百分之十後，並按法令規定提列特別盈餘公積後，再將其餘額連同上年度累積未分配盈餘，做為可供分配之盈餘，惟得視業務狀況酌予保留一部分後，按左列比例分派之。
一、股息百分之六十；
二、董事及監察人報酬百分之一；
三、員工紅利百分之二；
四、股東紅利百分之三十七。","",
"1711 - 永光","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/20","         80,296,230","        588,160,297","        712,395,200","        239,226,227","0.50000000","0.0","        236,584,483","0.50000000","0.0","         23,658,449","         11,763,206","         29,408,014","                  0","                  0","","無","","本公司每年發放現金股利不高於股利總額50%，以配合公司各事業發展投資之需要。但當年度分配股東紅利不高於每股1元時，不受前述限制。","",
"1712 - 興農","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/20","        759,078,938","        455,829,806","        934,441,795","        667,463,164","0.79510095","0.0","        266,978,631","0.0","0.0","                  0","         17,461,707","          3,492,342","                  0","                  0","","無","","本公司每年決算後所得純益，除依法扣繳所得稅外，應先彌補以往年度虧損，次就其餘額提存百分之十為法定盈餘公積，並依法提列特別公積，如尚有餘額，提百分之一為員工紅利，百分之五以下為董監事酬勞金，其餘額由董事會依本章程第二十八條之一所訂股利政策擬具分派議案，提請股東會決議分派之。","",
"1713 - 國化","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/17","         89,074,603","         76,251,841","        153,544,805","         81,087,989","0.48000000","0.0","         72,456,816","0.0","0.0","                  0","            686,267","          3,431,332","                  0","                  0","0.00000","無","","本公司每年決算如有盈餘，除預提應納稅捐及儘先彌補以往年度虧損外，如尚有餘，應先提十分之一為法定盈餘公積及按股東權益減項金額先提列特別盈餘公積。其餘撥付百分之五為員工紅利及百分之一為董事監察人酬勞。其次得斟酌情況，再酌提特別盈餘公積或酌予保留後，其餘為股東紅利，按股份總數比例分配之。
本公司之股利政策：依本公司未來之資本預算規劃，衡量未來年度之資金需求，保留所需之資金後，剩餘之盈餘再以現金股利之方式分派。","",
"1714 - 和桐","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/19","        578,861,472","        477,339,755","        947,792,300","        491,319,600","0.0","0.0","                  0","0.50000000","0.0","         45,647,270","          4,296,058","          9,477,923","                  0","                  0","0.00000","無","","第 廿九 條  本公司每年決算所得盈餘除依法彌補以往年度虧損並繳納所得稅外，
應先提百分之十為法定盈餘公積，並依證券交易法第四十一條規定提列特別盈餘公
積，次就其餘額加計以前年度未分配盈餘後，如尚有餘額儘先分配股息，股息以百
分之十為限，如再有餘額時，除再撥付董監事酬勞百分之三以下及不得少於百分之
一之員工紅利外，餘做為股東紅利，上述各項分配得由股東會決定分配之。前項員
工紅利得以股票支付之，於分配員工股票紅利時，得包括符合一定條件之從屬公司
員工。
第  卅  條  本公司股利發放以當年度獲利情形，考量未來資金需求及永續之經營
發展，本公司得依整體資本支出規劃考量據。至於股利分派，現金股利發放比率以
不低於百分之十為原則，如當年度有擴充建廠或未來之投資計劃需資金時，得全部
以股票股利分派之。","",
"1717 - 長興","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/11","      2,233,481,756","      1,929,799,419","      3,929,201,344","      2,242,126,247","1.40000000","0.0","      1,389,355,957","0.30000000","0.0","         29,771,914","          8,000,000","         86,840,974","                  0","                  0","0.00000","無","","本公司為永續經營與增加獲利，採取剩餘股利政策。年度決算如有盈餘，依下列順序分派之：
(1) 提繳所得稅。
(2) 彌補以往年度虧損。
(3) 提存百分之十為法定盈餘公積，但法定盈餘公積，已達資本總額時，不在此限。
(4) 股東會議或主管機關命令之特別盈餘公積。
(5) 就一至四款規定數額後剩餘之數，提撥百分之五為員工紅利及不高於百分之零點六作為董監酬勞。員工紅利分配之對象得包括符合一定條件之從屬公司員工。其分配辦法由董事會授權董事長另訂之。 
(6) 提列後之餘額加計累積未分配盈餘，為可分配盈餘，其分派或保留數，由董事會擬具分派案，提報股東會。
其中現金股利不得低於當年度股利分派總額百分之十。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","董監酬勞(元)","員工紅利-現金紅利金額(元)","員工紅利-股票紅利金額(元)","員工紅利-股票紅利股數(股)","員工紅利-股票紅利股數佔盈餘轉增資之比例(%)","有無全數分派員工股票紅利而股東未配發股票股利之情事","股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性","摘錄公司章程-股利分派部分","備註",
"1718 - 中纖","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/23","      1,187,086,385","        958,679,069","      2,158,979,662","      2,158,979,662","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司年度決算如有盈餘應先完納稅捐，彌
補虧損外，再就其餘額按下列順序分派：
1、提法定盈餘公積百分之十。但法定盈餘公
積累積達本公司資本額時，不在此限。
2、依法按主管機關之規定提列，或迴轉特別
盈餘公積。迴轉之特別盈餘公積併入未分配
盈餘後始得依規定分配盈餘。
3、提列不高於百分之零點三作為董監酬勞。
4、提列百分之ㄧ至百分之五作為員工紅利。","",
"1720 - 生達","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/17","        321,963,805","        298,386,250","        517,242,201","         70,501,978","2.50000000","0.0","        446,740,223","0.0","0.0","                  0","          9,211,703","          3,070,567","                  0","                  0","","無","","本公司每年決算後如有盈餘，依下列順序分派之：
1.提繳稅捐。
2.彌補虧損。
3.提列百分之十為法定盈餘公積。
4.依法提列或迴轉特別盈餘公積。
5.就提列1至4款後之餘額提撥百分之一為員工紅利。
6.就提列1至4款後之餘額提撥百分之三為董事及監察人酬勞。
7.餘額連同上一年度累積未分配盈餘由董事會擬具股東紅利分配案，其中現金股利不得低於股利總數百分之一，但現金股利每股若低於0.5元，得經股東會決議，改以股票股利發放。","",
"1721 - 三晃","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/26","        -80,882,004","          4,683,051","        -78,329,462","        -78,329,462","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司每一營業年度決算獲有盈餘時，除彌補歷年虧損，並依法提撥應納營利事業所得稅外，應先提出稅後盈餘百分之十為法定盈餘公積及就當年度發生帳列股東權益減項金額自當年度稅後盈餘與前期未分配盈餘提列相同金額之特別盈餘公積，如再有餘額，依股東會決議，按下列比例分派之：
1.員工紅利百分之三。
2.董監事酬勞百分之三。
3.股東紅利百分之九十四。
前項依股東會決議按比例分派之股東紅利，其現金股利得視當年度產業環境及資金狀況，經股東會調整之。
法定盈餘公積，已達公司實收資本總額時，得依股東會決議再提特別盈餘公積。","",
"1722 - 台肥","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/24","        815,101,576","      2,538,070,594","      2,077,568,311","        117,568,311","2.00000000","0.0","      1,960,000,000","0.0","0.0","                  0","         41,263,158","         61,894,737","                  0","                  0","0.00000","無","","本公司每年度決算如有盈餘，於依法繳納稅捐後，應先彌補歷年虧損，如尚有盈餘，先提列法定盈餘公積百分之十，並按法令規定提列或迴轉特別盈餘公積後，再將其餘額併同上年度累積未分配盈餘，作為可供分配之盈餘，惟得視業務需要酌予保留或酌提特別盈餘公積後，依下列百分比分派之：
一、董事監察人酬勞金百分之二範圍內。
二、員工紅利百分之三。
三、餘額分派股東紅利。
以上均由董事會按年擬具盈餘分派議案，提請股東常會決議辦理。
前項應分派股利及員工紅利之全部或一部，得由董事會依公司法之規定以發行新股之方式為之。
本公司股東紅利應參酌所營事業多角化經營及景氣變化之特性，考量各項產品或服務所處生命周期對未來資金需求，且兼顧業務發展及股東權益，股東紅利之發放除當年度有重大投資計畫，重大財務狀況變動，重大營運變動事項及產能擴充或其他重大資本支出等資金需求外，其現金股利分派比率，原則不低於當年度股利總額百分之十，並於報經股東會同意後辦理。","",
"1723 - 中碳","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/17","         11,599,285","      2,209,910,725","      2,002,895,832","         36,588,648","8.30000000","0.0","      1,966,307,184","0.0","0.0","                  0","         20,918,161","        104,590,808","                  0","                  0","0.00000","無","","本公司目前所處環境尚具成長性，將掌握經濟環境以求永續經營。且本公司股利政策，係由公司參酌未來及實際營運狀況，並著眼於股利之穩定性與成長性，當公司有累積可分配盈餘時，分配金額不低於百分之五十，其中分配之股利，現金部份不低於百分之五十。","",
