出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"110/05/29","105","4","3531","先益","1710266.00","1316969.00","393297.00","--","--","393297.00","280877.00","--","112420.00","5073.00","117493.00","22869.00","94624.00","--","--","94624.00","-65363.00","--","29261.00","94624.00","--","0.00","29261.00","--","0.00","1.55"
"110/05/29","105","4","3537","堡達","2988494.00","2691709.00","296785.00","0.00","0.00","296785.00","184571.00","0.00","112214.00","-23609.00","88605.00","27025.00","61580.00","0.00","--","61580.00","-15157.00","--","46423.00","61580.00","--","--","46423.00","--","--","1.26"
"110/05/29","105","4","3540","曜越","3087318.00","2032972.00","1054346.00","--","--","1054346.00","977084.00","-520.00","76742.00","-2448.00","74294.00","-6156.00","80450.00","--","--","80450.00","-24988.00","--","55462.00","81912.00","--","-1462.00","56924.00","--","-1462.00","1.28"
"110/05/29","105","4","3541","西柏","1834716.00","1054297.00","780419.00","0.00","--","780419.00","464371.00","695.00","316743.00","-11913.00","304830.00","47227.00","257603.00","0.00","--","257603.00","-27407.00","--","230196.00","257603.00","--","--","230196.00","--","--","5.76"
"110/05/29","105","4","3546","宇峻","763069.00","52018.00","711051.00","--","--","711051.00","567951.00","--","143100.00","20190.00","163290.00","29810.00","133480.00","--","--","133480.00","57861.00","--","191341.00","133937.00","--","-457.00","191842.00","--","-501.00","3.95"
"110/05/29","105","4","3548","兆利","5567167.00","4299062.00","1268105.00","--","--","1268105.00","867413.00","--","400692.00","112534.00","513226.00","129529.00","383697.00","--","--","383697.00","-101058.00","--","282639.00","381149.00","--","2548.00","280091.00","--","2548.00","7.23"
"110/05/29","105","4","3551","世禾","1343921.00","975888.00","368033.00","--","--","368033.00","248969.00","--","119064.00","18127.00","137191.00","42045.00","95146.00","--","--","95146.00","-88955.00","--","6191.00","94897.00","--","249.00","5942.00","--","249.00","1.67"
"110/05/29","105","4","3552","同致","9862615.00","6856020.00","3006595.00","--","--","3006595.00","1300498.00","--","1706097.00","-115298.00","1590799.00","387192.00","1203607.00","--","--","1203607.00","-293041.00","--","910566.00","1203607.00","--","--","910566.00","--","--","14.22"
"110/05/29","105","4","3555","重鵬","194453.00","161027.00","33426.00","--","--","33426.00","23953.00","--","9473.00","2182.00","11655.00","-44.00","11699.00","--","--","11699.00","52613.00","--","64312.00","11699.00","--","--","64312.00","--","--","0.36"
"110/05/29","105","4","3556","禾瑞亞","1234725.00","669339.00","565386.00","--","--","565386.00","350967.00","--","214419.00","3983.00","218402.00","20371.00","198031.00","--","--","198031.00","-2608.00","--","195423.00","197643.00","--","388.00","195214.00","--","209.00","3.46"
"110/05/29","105","4","3558","神準","6636546.00","4861777.00","1774769.00","--","--","1774769.00","1166457.00","--","608312.00","64216.00","672528.00","93807.00","578721.00","--","--","578721.00","-5114.00","--","573607.00","560416.00","--","18305.00","555302.00","--","18305.00","11.42"
"110/05/29","105","4","3564","其陽","1288407.00","913315.00","375092.00","--","--","375092.00","274058.00","--","101034.00","-12846.00","88188.00","18268.00","69920.00","--","--","69920.00","-6083.00","--","63837.00","69920.00","--","0.00","63837.00","--","0.00","3.42"
"110/05/29","105","4","3567","逸昌","401303.00","229023.00","172280.00","--","--","172280.00","72217.00","--","100063.00","5672.00","105735.00","18730.00","87005.00","--","--","87005.00","-920.00","--","86085.00","--","--","--","--","--","--","2.45"
"110/05/29","105","4","3570","大塚","869193.00","530279.00","338914.00","--","--","338914.00","254364.00","--","84550.00","5456.00","90006.00","17105.00","72901.00","--","--","72901.00","-257.00","--","72644.00","75436.00","--","-2535.00","75179.00","--","-2535.00","4.41"
"110/05/29","105","4","3577","泓格","836784.00","377819.00","458965.00","--","--","458965.00","299407.00","2745.00","162303.00","-3524.00","158779.00","19239.00","139540.00","--","--","139540.00","-8919.00","--","130621.00","139540.00","--","--","130621.00","--","--","3.19"
"110/05/29","105","4","3580","友威科","543946.00","430081.00","113865.00","--","--","113865.00","153297.00","--","-39432.00","7170.00","-32262.00","5029.00","-37291.00","--","--","-37291.00","-30567.00","--","-67858.00","-37291.00","--","--","-67858.00","--","--","-0.66"
"110/05/29","105","4","3581","博磊","885548.00","544143.00","341405.00","--","--","341405.00","272032.00","--","69373.00","4127.00","73500.00","16838.00","56662.00","--","--","56662.00","-17629.00","--","39033.00","52187.00","--","4475.00","34929.00","--","4104.00","1.02"
"110/05/29","105","4","3587","閎康","1458431.00","902751.00","555680.00","0.00","0.00","555680.00","238083.00","--","317597.00","-4940.00","312657.00","82227.00","230430.00","--","--","230430.00","-20265.00","--","210165.00","230430.00","0.00","0.00","210165.00","0.00","0.00","4.94"
"110/05/29","105","4","3594","磐儀","1545402.00","900556.00","644846.00","--","--","644846.00","565831.00","--","79015.00","-34486.00","44529.00","14385.00","30144.00","--","--","30144.00","-29217.00","--","927.00","12390.00","--","17754.00","-16833.00","--","17760.00","0.22"
"110/05/29","105","4","3597","映興","706459.00","536632.00","169827.00","--","--","169827.00","133517.00","--","36310.00","-3576.00","32734.00","22099.00","10635.00","--","--","10635.00","-18464.00","--","-7829.00","10635.00","--","0.00","-7829.00","--","0.00","0.34"
"110/05/29","105","4","3609","東林","749201.00","526874.00","222327.00","--","--","222327.00","256826.00","--","-34499.00","-14840.00","-49339.00","7749.00","-57088.00","--","--","-57088.00","-28645.00","--","-85733.00","-57088.00","--","0.00","-85733.00","--","0.00","-1.88"
"110/05/29","105","4","3611","鼎翰","3437453.00","1877600.00","1559853.00","--","--","1559853.00","868264.00","0.00","691589.00","17601.00","709190.00","164044.00","545146.00","--","--","545146.00","-69526.00","--","475620.00","545146.00","--","--","475620.00","--","--","14.15"
"110/05/29","105","4","3615","安可","845930.00","805318.00","40612.00","--","--","40612.00","75231.00","--","-34619.00","73885.00","39266.00","5923.00","33343.00","--","--","33343.00","57882.00","--","91225.00","33343.00","--","--","91225.00","--","--","0.47"
"110/05/29","105","4","3623","富晶通","932913.00","627779.00","305134.00","--","--","305134.00","86444.00","--","218690.00","-3150.00","215540.00","36650.00","178890.00","--","--","178890.00","-344.00","--","178546.00","--","--","--","--","--","--","5.01"
"110/05/29","105","4","3624","光頡","1720618.00","1282889.00","437729.00","--","--","437729.00","296064.00","--","141665.00","-39783.00","101882.00","19779.00","82103.00","--","--","82103.00","-7677.00","--","74426.00","80417.00","--","1686.00","72753.00","--","1673.00","0.69"
"110/05/29","105","4","3625","西勝","1113148.00","880217.00","232931.00","--","--","232931.00","152883.00","--","80048.00","17200.00","97248.00","4483.00","92765.00","--","--","92765.00","-14730.00","--","78035.00","93810.00","--","-1045.00","79080.00","--","-1045.00","1.81"
"110/05/29","105","4","3628","盈正","2421044.00","1840372.00","580672.00","--","--","580672.00","457298.00","--","123374.00","16612.00","139986.00","38483.00","101503.00","--","--","101503.00","-45347.00","--","56156.00","101536.00","--","-33.00","56963.00","--","-807.00","2.26"
"110/05/29","105","4","3629","地心引力","113566.00","136663.00","-23097.00","--","--","-23097.00","67623.00","-19136.00","-109856.00","-10521.00","-120377.00","4902.00","-125279.00","--","--","-125279.00","-112.00","--","-125391.00","-125279.00","--","0.00","-125391.00","--","0.00","-7.49"
"110/05/29","105","4","3630","新鉅科","1107502.00","1314380.00","-206878.00","--","--","-206878.00","372233.00","--","-579111.00","37121.00","-541990.00","0.00","-541990.00","--","--","-541990.00","-123314.00","--","-665304.00","-541990.00","--","--","-665304.00","--","--","-5.35"
"110/05/29","105","4","3631","晟楠","443153.00","379273.00","63880.00","--","--","63880.00","51170.00","--","12710.00","672.00","13382.00","3551.00","9831.00","--","--","9831.00","-75087.00","--","-65256.00","9831.00","0.00","0.00","-65256.00","0.00","0.00","0.12"
"110/05/29","105","4","3632","研勤","755124.00","639235.00","115889.00","0.00","2584.00","118473.00","223131.00","--","-104658.00","-3879.00","-108537.00","-18328.00","-90209.00","--","--","-90209.00","-36623.00","--","-126832.00","-87332.00","--","-2877.00","-123955.00","--","-2877.00","-2.89"
"110/05/29","105","4","3642","駿熠電","385091.00","344875.00","40216.00","--","--","40216.00","119581.00","--","-79365.00","-8439.00","-87804.00","-10644.00","-77160.00","-29999.00","--","-107159.00","-28051.00","--","-135210.00","-107159.00","--","--","-135210.00","--","--","-3.53"
"110/05/29","105","4","3646","艾恩特","538743.00","357163.00","181580.00","--","--","181580.00","144103.00","--","37477.00","12779.00","50256.00","7160.00","43096.00","--","--","43096.00","-21812.00","--","21284.00","43096.00","0.00","0.00","21284.00","0.00","0.00","1.12"
"110/05/29","105","4","3652","精聯","2118357.00","1415585.00","702772.00","--","--","702772.00","666214.00","--","36558.00","4033.00","40591.00","4965.00","35626.00","--","--","35626.00","-6338.00","--","29288.00","35111.00","--","515.00","28772.00","--","516.00","0.75"
"110/05/29","105","4","3663","鑫科","2905010.00","2739223.00","165787.00","--","--","165787.00","137449.00","--","28338.00","34812.00","63150.00","10188.00","52962.00","--","--","52962.00","-10046.00","--","42916.00","51491.00","--","1471.00","42100.00","--","816.00","0.70"
"110/05/29","105","4","3664","安瑞-KY","541194.00","119886.00","421308.00","--","--","421308.00","403292.00","--","18016.00","-1090.00","16926.00","6119.00","10807.00","-79925.00","--","-69118.00","-73750.00","--","-142868.00","-69118.00","--","--","-142868.00","--","--","-0.94"
"110/05/29","105","4","3666","光耀","1360796.00","1146322.00","214474.00","--","--","214474.00","122862.00","--","91612.00","-55117.00","36495.00","458.00","36037.00","--","--","36037.00","-670.00","--","35367.00","36037.00","--","--","35367.00","--","--","0.75"
"110/05/29","105","4","3672","康聯訊","858615.00","559152.00","299463.00","--","--","299463.00","207031.00","--","92432.00","3170.00","95602.00","21804.00","73798.00","--","--","73798.00","-4492.00","--","69306.00","69937.00","--","3861.00","66531.00","--","2775.00","2.24"
"110/05/29","105","4","3675","德微","1084710.00","854165.00","230545.00","0.00","0.00","230545.00","103511.00","--","127034.00","-1530.00","125504.00","27396.00","98108.00","--","--","98108.00","-2086.00","--","96022.00","98108.00","--","--","96022.00","--","--","2.21"
"110/05/29","105","4","3680","家登","2105216.00","1771341.00","333875.00","--","--","333875.00","365828.00","--","-31953.00","58731.00","26778.00","-5039.00","31817.00","--","--","31817.00","-20107.00","--","11710.00","32642.00","--","-825.00","12535.00","--","-825.00","0.52"
"110/05/29","105","4","3684","榮昌","576909.00","353423.00","223486.00","--","--","223486.00","135292.00","--","88194.00","6440.00","94634.00","19892.00","74742.00","--","--","74742.00","-2553.00","--","72189.00","74742.00","--","--","72189.00","--","--","3.04"
"110/05/29","105","4","3685","元創精密","344802.00","253384.00","91418.00","--","--","91418.00","96620.00","--","-5202.00","-2971.00","-8173.00","-37695.00","29522.00","-3125.00","--","26397.00","-24690.00","--","1707.00","29695.00","--","-3298.00","5005.00","--","-3298.00","0.37"
"110/05/29","105","4","3687","歐買尬","924052.00","662362.00","261690.00","--","--","261690.00","523820.00","--","-262130.00","-108483.00","-370613.00","2340.00","-372953.00","--","--","-372953.00","10915.00","--","-362038.00","-259436.00","--","-113517.00","-248521.00","--","-113517.00","-8.63"
"110/05/29","105","4","3689","湧德","4473806.00","3593076.00","880730.00","--","--","880730.00","720129.00","--","160601.00","58880.00","219481.00","43086.00","176395.00","--","--","176395.00","-138227.00","--","38168.00","190212.00","--","-13817.00","52482.00","--","-14314.00","2.73"
"110/05/29","105","4","3691","碩禾","14834408.00","11854152.00","2980256.00","--","--","2980256.00","790325.00","--","2189931.00","-82037.00","2107894.00","515230.00","1592664.00","--","--","1592664.00","76882.00","--","1669546.00","1611002.00","--","-18338.00","1710475.00","--","-40929.00","26.42"
"110/05/29","105","4","3693","營邦","3398619.00","2562077.00","836542.00","--","--","836542.00","637999.00","--","198543.00","-34948.00","163595.00","30915.00","132680.00","--","--","132680.00","-7663.00","--","125017.00","132680.00","--","--","125017.00","--","--","3.46"
"110/05/29","105","4","3707","漢磊","4377748.00","4206268.00","171480.00","--","--","171480.00","522368.00","--","-350888.00","-10260.00","-361148.00","28859.00","-390007.00","--","--","-390007.00","-50056.00","--","-440063.00","-397824.00","--","7817.00","-441677.00","--","1614.00","-2.36"
"110/05/29","105","4","4102","永日","268090.00","266039.00","2051.00","--","--","2051.00","72343.00","--","-70292.00","1957.00","-68335.00","-3.00","-68332.00","--","--","-68332.00","1590.00","--","-66742.00","--","--","--","--","--","--","-1.61"
"110/05/29","105","4","4105","東洋","3760717.00","1203773.00","2556944.00","4132.00","6408.00","2559220.00","1379533.00","--","1179687.00","332372.00","1512059.00","257335.00","1254724.00","--","--","1254724.00","-65377.00","--","1189347.00","1193324.00","--","61400.00","1116119.00","--","73228.00","4.80"
"110/05/29","105","4","4107","邦特","1406959.00","780983.00","625976.00","0.00","0.00","625976.00","187279.00","--","438697.00","2011.00","440708.00","82476.00","358232.00","0.00","--","358232.00","-9246.00","--","348986.00","358232.00","--","--","348986.00","--","--","5.17"
"110/05/29","105","4","4109","加捷生醫","626056.00","403073.00","222983.00","--","--","222983.00","185214.00","--","37769.00","-4130.00","33639.00","15635.00","18004.00","--","--","18004.00","-18137.00","--","-133.00","11627.00","--","6377.00","-2348.00","--","2215.00","0.15"
"110/05/29","105","4","4111","濟生","963679.00","656887.00","306792.00","--","--","306792.00","225536.00","--","81256.00","11290.00","92546.00","19746.00","72800.00","--","--","72800.00","-17428.00","--","55372.00","72800.00","--","--","55372.00","--","--","1.28"
"110/05/29","105","4","4113","聯上","529668.00","360265.00","169403.00","--","--","169403.00","81500.00","--","87903.00","-48066.00","39837.00","10499.00","29338.00","--","--","29338.00","-56.00","--","29282.00","--","--","--","--","--","--","0.14"
"110/05/29","105","4","4114","健喬","1865247.00","1050480.00","814767.00","614.00","810.00","814963.00","857582.00","-7660.00","-50279.00","169801.00","119522.00","24262.00","95260.00","--","--","95260.00","-14571.00","--","80689.00","166650.00","--","-71390.00","150408.00","--","-69719.00","1.11"
"110/05/29","105","4","4116","明基醫","876034.00","568500.00","307534.00","--","--","307534.00","253913.00","--","53621.00","9965.00","63586.00","17478.00","46108.00","0.00","--","46108.00","-4150.00","--","41958.00","46337.00","--","-229.00","42187.00","--","-229.00","1.05"
"110/05/29","105","4","4120","友華","5232043.00","2818901.00","2413142.00","--","--","2413142.00","1962289.00","--","450853.00","15731.00","466584.00","82894.00","383690.00","--","--","383690.00","-63505.00","--","320185.00","469606.00","--","-85916.00","408608.00","--","-88423.00","5.41"
"110/05/29","105","4","4121","優盛","3127837.00","2236013.00","891824.00","--","--","891824.00","1014194.00","--","-122370.00","117056.00","-5314.00","18870.00","-24184.00","--","--","-24184.00","-20626.00","--","-44810.00","20093.00","--","-44277.00","-157.00","--","-44653.00","0.27"
"110/05/29","105","4","4123","晟德","15039831.00","8787585.00","6252246.00","--","--","6252246.00","5822616.00","--","429630.00","161191.00","590821.00","346871.00","243950.00","--","--","243950.00","-1332026.00","--","-1088076.00","19455.00","--","224495.00","-631162.00","--","-456914.00","0.07"
"110/05/29","105","4","4126","太醫","1689664.00","1072421.00","617243.00","0.00","0.00","617243.00","211015.00","--","406228.00","8489.00","414717.00","82049.00","332668.00","0.00","--","332668.00","114.00","--","332782.00","332668.00","0.00","0.00","332782.00","0.00","0.00","5.04"
"110/05/29","105","4","4127","天良","755513.00","304546.00","450967.00","--","--","450967.00","483217.00","0.00","-32250.00","-21535.00","-53785.00","-461.00","-53324.00","--","--","-53324.00","559.00","--","-52765.00","-53324.00","--","--","-52765.00","--","--","-1.17"
"110/05/29","105","4","4128","中天","1522436.00","941616.00","580820.00","--","--","580820.00","850250.00","--","-269430.00","-62167.00","-331597.00","10353.00","-341950.00","--","--","-341950.00","-197577.00","--","-539527.00","-267815.00","--","-74135.00","-415068.00","--","-124459.00","-0.63"
"110/05/29","105","4","4129","聯合","1383340.00","435688.00","947652.00","--","31816.00","979468.00","819782.00","0.00","159686.00","-974.00","158712.00","17863.00","140849.00","--","--","140849.00","-49034.00","--","91815.00","146601.00","--","-5752.00","102816.00","--","-11001.00","2.06"
"110/05/29","105","4","4130","健亞","411203.00","245165.00","166038.00","--","--","166038.00","149960.00","--","16078.00","27191.00","43269.00","4056.00","39213.00","--","--","39213.00","135338.00","--","174551.00","39213.00","--","--","174551.00","--","--","0.39"
"110/05/29","105","4","4131","晶宇","16536.00","7543.00","8993.00","--","--","8993.00","31709.00","--","-22716.00","-5113.00","-27829.00","0.00","-27829.00","--","--","-27829.00","-260.00","--","-28089.00","--","--","--","--","--","--","-0.73"
"110/05/29","105","4","4138","曜亞","1214814.00","808972.00","405842.00","--","--","405842.00","211160.00","--","194682.00","-11747.00","182935.00","34371.00","148564.00","--","--","148564.00","-33839.00","--","114725.00","118454.00","--","30110.00","84615.00","--","30110.00","3.95"
"110/05/29","105","4","4139","馬光-KY","916380.00","832761.00","83619.00","--","--","83619.00","163662.00","--","-80043.00","-8885.00","-88928.00","8860.00","-97788.00","--","--","-97788.00","-26400.00","--","-124188.00","-62344.00","--","-35444.00","-80106.00","--","-44082.00","-1.63"
"110/05/29","105","4","4147","中裕","2076.00","--","2076.00","--","--","2076.00","314974.00","0.00","-312898.00","30936.00","-281962.00","0.00","-281962.00","--","--","-281962.00","-1110.00","--","-283072.00","-281962.00","0.00","0.00","-283072.00","--","--","-1.14"
"110/05/29","105","4","4152","台微體","41674.00","--","41674.00","--","--","41674.00","878372.00","--","-836698.00","12945.00","-823753.00","563.00","-824316.00","--","--","-824316.00","-1203.00","--","-825519.00","-824316.00","--","--","-825519.00","--","--","-14.89"
"110/05/29","105","4","4153","鈺緯","1004717.00","718502.00","286215.00","--","--","286215.00","236777.00","--","49438.00","-125000.00","-75562.00","11298.00","-86860.00","--","--","-86860.00","-2295.00","--","-89155.00","-86860.00","--","--","-89155.00","--","--","-1.95"
"110/05/29","105","4","4154","康樂-KY","544942.00","186790.00","358152.00","--","--","358152.00","385554.00","--","-27402.00","42992.00","15590.00","2311.00","13279.00","--","--","13279.00","-12909.00","--","370.00","13279.00","--","--","370.00","--","--","0.68"
"110/05/29","105","4","4157","太景*-KY","146021.00","15391.00","130630.00","--","--","130630.00","368341.00","--","-237711.00","-12323.00","-250034.00","--","-250034.00","--","--","-250034.00","-62.00","--","-250096.00","-250034.00","--","--","-250096.00","--","--","-0.35"
"110/05/29","105","4","4160","創源","345803.00","253875.00","91928.00","--","--","91928.00","102546.00","--","-10618.00","2844.00","-7774.00","365.00","-8139.00","--","--","-8139.00","--","--","-8139.00","-8427.00","--","288.00","-8427.00","--","288.00","-0.35"
"110/05/29","105","4","4161","聿新科","477330.00","336749.00","140581.00","--","232.00","140813.00","123087.00","--","17726.00","-8246.00","9480.00","4531.00","4949.00","--","--","4949.00","-11159.00","--","-6210.00","7699.00","--","-2750.00","-3460.00","--","-2750.00","0.16"
"110/05/29","105","4","4162","智擎","1134782.00","2003.00","1132779.00","--","--","1132779.00","324656.00","--","808123.00","29784.00","837907.00","148282.00","689625.00","--","--","689625.00","-253.00","--","689372.00","689625.00","--","--","689372.00","--","--","5.65"
"110/05/29","105","4","4163","鐿鈦","2053356.00","1184589.00","868767.00","--","--","868767.00","468647.00","--","400120.00","20735.00","420855.00","68908.00","351947.00","--","--","351947.00","-12286.00","--","339661.00","351947.00","0.00","0.00","339661.00","0.00","0.00","8.75"
"110/05/29","105","4","4167","松瑞藥","1532150.00","1345253.00","186897.00","--","--","186897.00","369951.00","--","-183054.00","-24643.00","-207697.00","--","-207697.00","--","--","-207697.00","-21.00","--","-207718.00","--","--","--","--","--","--","-0.89"
"110/05/29","105","4","4168","醣聯","239.00","98.00","141.00","--","--","141.00","104371.00","--","-104230.00","9665.00","-94565.00","2834.00","-97399.00","--","--","-97399.00","-24925.00","--","-122324.00","-97399.00","--","--","-122324.00","--","--","-1.29"
"110/05/29","105","4","4171","瑞基","150272.00","28939.00","121333.00","1500.00","--","119833.00","146510.00","--","-26677.00","-12083.00","-38760.00","-101.00","-38659.00","--","--","-38659.00","-1957.00","--","-40616.00","-38659.00","--","--","-40616.00","--","--","-1.13"
"110/05/29","105","4","4173","久裕","1304707.00","1094533.00","210174.00","--","--","210174.00","162192.00","--","47982.00","-13700.00","34282.00","7360.00","26922.00","--","--","26922.00","-354.00","--","26568.00","26922.00","--","--","26568.00","--","--","0.60"
"110/05/29","105","4","4174","浩鼎","92422.00","0.00","92422.00","--","--","92422.00","1204892.00","--","-1112470.00","4846.00","-1107624.00","2504.00","-1110128.00","--","--","-1110128.00","-1128.00","--","-1111256.00","-1110128.00","--","--","-1111256.00","--","--","-6.51"
"110/05/29","105","4","4175","杏一","4109619.00","2858675.00","1250944.00","--","--","1250944.00","1144050.00","--","106894.00","18056.00","124950.00","23859.00","101091.00","--","--","101091.00","-16014.00","--","85077.00","101998.00","--","-907.00","85984.00","--","-907.00","4.04"
"110/05/29","105","4","4183","福永生技","467005.00","328140.00","138865.00","--","--","138865.00","100500.00","--","38365.00","-3379.00","34986.00","5965.00","29021.00","--","--","29021.00","263.00","--","29284.00","--","--","--","--","--","--","1.40"
"110/05/29","105","4","4188","安克","10122.00","5.00","10117.00","--","--","10117.00","69646.00","--","-59529.00","4934.00","-54595.00","0.00","-54595.00","--","--","-54595.00","--","--","-54595.00","--","--","--","--","--","--","-1.16"
"110/05/29","105","4","4192","杏國","6898.00","3647.00","3251.00","--","--","3251.00","246919.00","--","-243668.00","81429.00","-162239.00","--","-162239.00","--","--","-162239.00","-58350.00","--","-220589.00","-162239.00","--","0.00","-220589.00","--","0.00","-2.62"
"110/05/29","105","4","4198","欣大健康","457522.00","435405.00","22117.00","--","--","22117.00","529156.00","--","-507039.00","-19061.00","-526100.00","245.00","-526345.00","--","--","-526345.00","25582.00","--","-500763.00","-526345.00","--","--","-500763.00","--","--","-3.71"
"110/05/29","105","4","4205","中華食","1397790.00","890698.00","507092.00","--","--","507092.00","237240.00","--","269852.00","3942.00","273794.00","48847.00","224947.00","--","--","224947.00","--","--","224947.00","--","--","--","--","--","--","3.09"
"110/05/29","105","4","4207","環泰","3510093.00","2948897.00","561196.00","--","--","561196.00","294074.00","--","267122.00","-7817.00","259305.00","69061.00","190244.00","--","--","190244.00","-93002.00","--","97242.00","169477.00","--","20767.00","98932.00","--","-1690.00","1.04"
"110/05/29","105","4","4303","信立","524373.00","426400.00","97973.00","--","--","97973.00","88819.00","--","9154.00","7363.00","16517.00","2592.00","13925.00","--","--","13925.00","-20129.00","--","-6204.00","13925.00","--","--","-6204.00","--","--","0.19"
"110/05/29","105","4","4304","勝昱","429484.00","371451.00","58033.00","--","--","58033.00","94370.00","--","-36337.00","-2694.00","-39031.00","647.00","-39678.00","--","--","-39678.00","-12692.00","--","-52370.00","-39678.00","--","--","-52370.00","0.00","0.00","-0.77"
"110/05/29","105","4","4305","世坤","1185630.00","904682.00","280948.00","--","--","280948.00","81821.00","--","199127.00","1973.00","201100.00","36037.00","165063.00","--","--","165063.00","-4091.00","--","160972.00","--","--","--","--","--","--","3.00"
"110/05/29","105","4","4401","東隆興","4499164.00","3591185.00","907979.00","--","--","907979.00","251409.00","--","656570.00","1054.00","657624.00","121167.00","536457.00","--","--","536457.00","-18836.00","--","517621.00","525457.00","--","11000.00","508934.00","--","8687.00","4.37"
"110/05/29","105","4","4402","福大","406204.00","451813.00","-45609.00","--","--","-45609.00","111107.00","--","-156716.00","180217.00","23501.00","4389.00","19112.00","--","--","19112.00","--","--","19112.00","19112.00","--","0.00","19112.00","--","0.00","0.42"
"110/05/29","105","4","4406","新昕纖","657131.00","633891.00","23240.00","--","--","23240.00","29460.00","--","-6220.00","16095.00","9875.00","355.00","9520.00","--","--","9520.00","-9486.00","--","34.00","--","--","--","--","--","--","0.18"
"110/05/29","105","4","4413","飛寶企業","338335.00","317843.00","20492.00","--","--","20492.00","26176.00","0.00","-5684.00","-2061.00","-7745.00","0.00","-7745.00","0.00","0.00","-7745.00","-208.00","--","-7953.00","--","--","--","--","--","--","-0.40"
"110/05/29","105","4","4416","三圓","115121.00","119604.00","-4483.00","--","--","-4483.00","55066.00","--","-59549.00","46944.00","-12605.00","49529.00","-62134.00","--","--","-62134.00","-191156.00","--","-253290.00","-52584.00","--","-9550.00","-127020.00","--","-126270.00","-0.94"
"110/05/29","105","4","4417","金洲","2610195.00","1856275.00","753920.00","--","--","753920.00","335798.00","--","418122.00","120765.00","538887.00","97947.00","440940.00","--","--","440940.00","-120240.00","--","320700.00","387846.00","--","53094.00","282028.00","--","38672.00","4.74"
"110/05/29","105","4","4419","元勝","26095.00","38936.00","-12841.00","--","--","-12841.00","17556.00","--","-30397.00","-28.00","-30425.00","5053.00","-35478.00","--","--","-35478.00","-104.00","0.00","-35582.00","--","--","--","--","--","--","-1.33"
"110/05/29","105","4","4420","光明","962458.00","886902.00","75556.00","--","--","75556.00","41934.00","--","33622.00","2258.00","35880.00","12760.00","23120.00","--","--","23120.00","-3.00","--","23117.00","--","--","--","--","--","--","0.63"
"110/05/29","105","4","4429","聚紡","904327.00","769962.00","134365.00","--","--","134365.00","111203.00","--","23162.00","-13317.00","9845.00","1430.00","8415.00","--","--","8415.00","-1314.00","--","7101.00","8415.00","--","--","7101.00","--","--","0.24"
"110/05/29","105","4","4430","耀億","1762621.00","1286098.00","476523.00","--","--","476523.00","368284.00","--","108239.00","5430.00","113669.00","28239.00","85430.00","--","--","85430.00","-92699.00","--","-7269.00","85451.00","--","-21.00","-7221.00","--","-48.00","1.52"
"110/05/29","105","4","4432","銘旺實","2251996.00","1816371.00","435625.00","--","--","435625.00","229631.00","--","205994.00","-9896.00","196098.00","44315.00","151783.00","--","--","151783.00","-23930.00","--","127853.00","151783.00","--","--","127853.00","--","--","3.00"
"110/05/29","105","4","4433","興采","1508491.00","1144287.00","364204.00","--","--","364204.00","336343.00","--","27861.00","21593.00","49454.00","17090.00","32364.00","--","--","32364.00","-345.00","--","32019.00","32364.00","--","0.00","33567.00","--","-1548.00","1.08"
"110/05/29","105","4","4502","健信","2123122.00","1859065.00","264057.00","--","--","264057.00","194113.00","--","69944.00","-39080.00","30864.00","-337.00","31201.00","--","--","31201.00","-7169.00","--","24032.00","32075.00","--","-874.00","25293.00","--","-1261.00","0.76"
"110/05/29","105","4","4503","金雨","252160.00","200748.00","51412.00","--","--","51412.00","31307.00","--","20105.00","-3155.00","16950.00","3801.00","13149.00","--","--","13149.00","-426.00","--","12723.00","13149.00","--","--","12723.00","--","--","0.43"
"110/05/29","105","4","4506","崇友","4192223.00","2946938.00","1245285.00","--","--","1245285.00","514771.00","--","730514.00","2203.00","732717.00","109130.00","623587.00","--","--","623587.00","-10606.00","--","612981.00","623685.00","--","-98.00","613126.00","--","-145.00","3.17"
"110/05/29","105","4","4510","高鋒","2269103.00","1789201.00","479902.00","--","--","479902.00","393695.00","--","86207.00","474.00","86681.00","12501.00","74180.00","--","--","74180.00","4127.00","--","78307.00","74175.00","--","5.00","78360.00","--","-53.00","0.69"
"110/05/29","105","4","4513","福裕","1526221.00","1135666.00","390555.00","--","--","390555.00","421693.00","--","-31138.00","-24664.00","-55802.00","13608.00","-69410.00","--","--","-69410.00","-29375.00","--","-98785.00","-70267.00","--","857.00","-99642.00","--","857.00","-0.92"
