"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","摘錄公司章程-股利分派部分","備註",
"3085 - 新零售","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/28","       -394,602,002","        -59,460,877","       -497,746,269","       -497,746,269","0.0","0.0","                  0","0.0","0.0","                  0","第 十七 條：本公司年度如有獲利，應提撥百分之二以上，最高不得超過百分之十五為員工酬勞，並提撥最高不得超過百分之五為董監酬勞。但公司尚有累積虧損時，應先預留彌補虧損數。本公司每年決算於提繳稅款後如有盈餘，應先撥補以往年度虧損，次提百分之十為法定盈餘公積，並於必要時酌提特別盈餘公積或酌予保留盈餘外，如尚有盈餘，由董事會擬定盈餘分配案，提請股東會通過後分配之。
本公司分配股利政策如下：
第一條：本公司股利政策係依據公司法及本公司章程之規定辦理。
第二條：本公司股利政策採穩健平衡原則，並參酌獲利狀況、財務結構及公司未來發展等因素決定股利發放水準。
第三條：股利可為現金股利或股票股利，其搭配發放之比率由公司依現金流量情形及以不影響公司未來正常獲利能力之考量而訂定之。擬定盈餘分配案時，分配之數額以不低於當年度稅後盈餘百分之五十。配發現金股利不超過百分之五十，餘可配發股票股利。
第四條：本公司股利發放由董事會決議通過，並提報股東會同意之。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","摘錄公司章程-股利分派部分","備註",
"3086 - 華義","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/22","       -317,552,316","       -227,640,421","       -533,613,858","       -533,613,858","0.0","0.0","                  0","0.0","0.0","                  0","第二十五條：本公司年度如有獲利，依下列比率由董事會決議分派之，並提股東會報告：
一、董事監察人酬勞不高於百分之五。
二、	員工酬勞百分之十～十五，由董事會決議以股票或現金分派發放，其發放之對象，得包括符合一定條件之從屬公司員工，其條件授權董事會訂定之。
但公司尚有累積虧損時，應預先保留彌補數額，再依前項比例提撥員工及董事監察人酬勞。 
上述之獲利係指稅前利益扣除分派員工酬勞與董事監察人酬勞前之利益。

本公司年度決算如有盈餘，應先提繳稅款，彌補以往年度虧損，次提百分之十為法定盈餘公積，但法定盈餘公積累積已達實收資本時，得免繼續提列；另視公司營運需要或法令規定提列或迴轉特別盈餘公積，如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配案，提請股東會決議分派股東紅利。
本公司股利政策採穩健平衡原則，並參酌獲利狀況、財務結構及公司未來發展等因素，股東紅利得以現金股利及股票股利之方式分派，其中現金股利不低於當年度股東紅利總額之百分之十，但董事會得依當時整體營運狀況調整該比例，並提請股東會決議之。","",
"3088 - 艾訊","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/05/22","         59,039,395","        360,022,769","        389,866,554","        101,403,280","3.65000000","0.0","        288,463,274","0.0","0.0","                  0","第十二七條：本公司年度如有獲利(即稅前淨利扣除員工酬勞及董事酬勞前之利益)，應提撥百分之一到百分之二十為員工酬勞及不高於百分之二為董事酬勞。但公司尚有累積虧損(包括調整未分配盈餘金額)時，應預先保留彌補數額。
前項員工酬勞得以股票或現金方式為之，其給付對象得包括符合一定條件之從屬公司員工。前項董事酬勞僅得以現金為之。
前兩項應由董事會以董事三分之二以上出席及出席董事過半數同意之決議行之，並報告於股東會。
第二十七條之一：公司年度總決算如有盈餘，應先提繳稅款，彌補累積虧損(包括調整未分配盈餘金額)，依法提撥百分之十為法定盈餘公積;但法定盈餘公積累積已達本公司實收資本總額時，不在此限。次依法令或主管機關規定提撥或迴轉特別盈餘公積，嗣餘盈餘，連同期初未分配盈餘(包括調整未分配盈餘金額)，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，每年就可供分配盈餘提撥不低於百分之五十分配股東股息紅利；分配股東股息紅利時，得以現金或股票方式為之，其中股票股利之分配以不高於股利總額之百分之八十為限。","",
"3089 - 元炬","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/28","           -381,701","       -512,689,795","       -537,771,496","       -537,771,496","0.0","0.0","                  0","0.0","0.0","                  0","第三十條
本公司每年決算後所得純益，除依法扣繳所得
稅外，應先彌補以往年度虧損，次就其餘額提
存百分之十為法定盈餘公積,並依證交法第四
十一條規定提列特別盈餘公積後,其餘額加計
以前年度累積未分配盈餘後,再就其餘額分派
如下:
一、	百分之十一為員工紅利
二、	百分之四為董監事酬勞金
三、	其剩餘盈餘方得由董事會擬具分配
案,經股東會決議後分派之。
前項員工分配股票紅利時,其對象得包括符合
一定條件之從屬企業員工,其條件授權董事會
決議。","",
"3093 - 港建","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/21","        111,592,099","         73,670,539","        177,407,115","        111,361,328","1.82000000","0.0","         66,045,787","0.0","0.0","                  0","本公司年度總決算於完納稅捐，彌補已往虧損
後，分派盈餘時，應先提百分之十為法定盈餘
公積，其餘額再加計累積未分配盈餘，依法提
列或迴轉特別盈餘公積後，為累積可分配盈
餘；前述累積可分配盈餘，以衡量盈餘支應資
金需求之必要性，依本公司之股利政策基本原
則決定盈餘保留或分配之數額及分派方式，據
以擬具盈餘分派案，提請股東會決議分派之。","",
"3095 - 及成","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/22","       -619,719,006","       -458,751,227","     -1,076,223,789","     -1,076,223,789","0.0","0.0","                  0","0.0","0.0","                  0","第二十條：本公司應以當年度稅前利益扣除分配員工酬勞及董事酬勞前之利益於保留彌補累積虧
損數額後，如尚有餘額應提撥員工酬勞不低於7%及董事酬勞不高於3% 。
員工酬勞、董事酬勞分派比率之決定及員工酬勞以股票或現金為之，應由董事會以董
事三分之二以上之出席及出席董事過半數同意之決議行之，並報告於股東會。
員工酬勞發給股票或現金之對象包括符合一定條件之從屬公司員工。
第二十條之一：本公司年度決算如有盈餘，應先提繳稅款，彌補已往虧損，次提百分之十為法定
          盈餘公積及依主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，連同以往年度累
          積未分配盈餘由董事會擬定分派議案提報股東會同意後分派之。本公司股利政策係考
          量公司所處環境及成長階段，依據營運規劃、未來資本支出預算及資金需求情形予以
          訂定，其中現金股利發放總額不低於發放股東股利總額之百分之十。","",
"3105 - 穩懋","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/16","      5,679,048,027","      3,112,774,301","      7,997,407,051","      6,185,408,323","4.50000000","0.0","      1,811,998,728","0.0","0.0","                  0","本公司每年決算後如有盈餘，除依法繳納營利
事業所得稅及彌補以往年度虧損外，應先提撥
百分之十法定盈餘公積，但法定盈餘公積累積
已達本公司資本總額時，不在此限，次依法令
或主管機關規定提撥或迴轉特別盈餘公積，如
尚有盈餘，由董事會擬具盈餘分派議案，提請
股東會決議分派股東股利，其中現金股利以不
低於股利總數百分之十。
由於本公司屬高科技資本密集產業，正值產業
擴充成長期，前述股利發放之條件、時機、金
額及種類等，得基於因應景氣及產業變動之需
要，並考量公司未來營業成長及資金需求情形
，作適當之調整。","",
"3114 - 好德","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/14","         55,420,776","         21,733,874","         75,112,923","         50,106,077","0.50000000","0.0","         25,006,846","0.0","0.0","                  0","第廿九條：
本公司年度如有獲利，應提撥不低於3%為員工
酬勞，由董事會決議以股票或現金分派發放，
其發放對象包含符合一定條件之從屬公司員
工；本公司得以上開獲利數額，由董事會決議
提撥不高於3%為董監酬勞。員工酬勞及董監酬
勞分派案應提股東會報告。但公司尚有累積虧
損時，應預先保留彌補數額，再依前項比例提
撥員工酬勞及董監酬勞。
第廿九條之一：
本公司所屬產業環境變化快速，為考量本公司
未來資金需求及健全財務規劃以求永續發展，
本公司年度決算後如有當期淨利時，應先彌補
虧損，次就其餘額提百分之十法定盈餘公積，
另依主管機關規定，提撥或迴轉特別盈餘公
積，如尚有餘額，併同以前年度累積未分配盈
餘由董事會擬具分配方案(其中屬當年度未分
配盈餘部分至少提撥百分之三十以上)，經股
東會決議後分派之，其中現金股利不得低於股
東紅利總額之百分之二十，最高以百分之一百
為上限，其餘以股票股利發放。","",
"3115 - 寶島極","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/20","        -41,965,222","         -4,014,659","        -44,761,378","                  0","0.0","0.0","                  0","0.0","0.0","                  0","第二十四條 本公司應以當年度稅前利益扣除分配員工酬勞及董監酬勞前之利益於保留彌補累積虧損數額後，如尚有餘額應提撥員工酬勞不低於1%及董監酬勞不高於3% 。
員工酬勞、董監酬勞分派比率之決定及員工酬勞以股票或現金為之，應由董事會以董事三分之二以上之出席及出席董事過半數同意之決議行之，並報告於股東會。
第二十四條之一 本公司年度總決算如有盈餘，應先提繳稅款、彌補歷年累積虧損，次提10%為法定盈餘公積，並依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額再加計以前年度累積未分配盈餘由董事會擬具分派議案，提請股東會決議後分派之。","",
"3118 - 進階","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/13","          6,343,383","         63,261,828","         62,253,927","            593,493","1.90000000","0.0","         61,660,434","0.0","0.0","                  0","公司年度總決算如有本期稅後淨利
，應先彌補累積虧損，依法提撥10%
為法定盈餘公積；但法定盈餘公積
已達本公司實收資本總額時不在此限。
次依法令或主管機關規定提撥或迴轉
特別盈餘公積。嗣餘盈餘，連同期初
未分配盈餘，由董事會擬具盈餘分配
案，提請股東會決議分派股東股息紅利。
  公司股利政策，係配合目前及未來之
發展計畫、考量投資環境、資金需求及
國內外競爭狀況，並兼顧股東利益等因
素，每年就可供分配盈餘提撥不低於百
分之三十分配股東股息紅利；分配股東
股息紅利時，得以現金或股票方式為之
，其中現金股利不低於股利總額百分之
三十。","",
"3122 - 笙泉","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/05/23","         30,368,836","         25,978,892","         52,037,519","         32,387,522","0.50000000","0.0","         19,649,967","0.0","0.0","                  0","依據本公司章程規定，年度總決算如有盈餘，依下列順序分派之：
一、提繳稅捐。
二、彌補虧損。
三、提存百分之十為法定盈餘公積，但法定盈餘公積已達公司資本額時，得停止提撥。
四、依證券交易法提列或迴轉特別盈餘公積。
五、餘額為股東紅利，依股東會決議按股東總數比例分派或酌予保留之。

在競爭日益激烈的環境下，本公司為求永續經營，考量長期財務規劃及資金需求，乃採取股利平衡政策。但股東會得視當年度實際獲利狀況及未來資金規劃調整之，其中現金股利支付比率以不低於當年度之盈餘分派股利總額之10%。","",
"3128 - 昇銳","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/26","                  0","          9,751,029","          3,013,103","          3,013,103","0.0","0.30000000","         12,600,000","0.0","0.0","                  0","本公司年度總決算如有本期稅後淨利，應先彌補累積虧損（包括調整未分配盈餘金額），依法提撥10%為法定盈餘公積；但法定盈餘公積累積已達本公司實收資本總額時，不在此限。次依法令或主管機關規定提撥或迴轉特別盈餘公積，嗣餘盈餘，連同期初未分配盈餘（包括調整未分配盈餘金額），由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股利政策以健全公司財務結構及配合未來業務成長性為原則，由董事會考量公司獲利狀況及未來營運需求，擬具盈餘分配議案，就當年度所分配股利之10%以上發放現金股利，惟實際發放比例視當年度實際獲利及營運狀況，經股東會通過為之。","",
"3131 - 弘塑","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/15","        317,371,143","        392,523,461","        668,891,046","        422,052,616","10.00000000","0.0","        246,838,430","0.0","0.0","                  0","(1)本公司當年度如有獲利，應提撥員工酬
勞，由董事會決議以股票或現金分派發放，
其發放對象包含符合一定條件之從屬公司員
工；並以當年度獲利數額，由董事會決議提
撥董監酬勞；前開所稱獲利，係指稅前利益
尚未扣除員工酬勞與董監酬勞。員工酬勞不
得低於百分之七點五，董監酬勞不得高於百
分之三。員工酬勞及董監酬勞分派案應提股
東會報告。但公司尚有累積虧損時，應先保
留彌補虧損數額，尚有餘額時再依前項比例
提撥員工酬勞及董監酬勞。
(2)本公司年度決算如有盈餘，依法繳納稅
捐，彌補累積虧損後，再提百分之十為法定
盈餘公積，但法定盈餘公積已達本公司實收
資本額時，得不再提列，其餘再依法令規定
提列或迴轉特別盈餘公積；如尚有餘額，併
同累積未分配盈餘，由董事會擬具盈餘分配
議案，提請股東會決議分派股東股息紅利。
(3)本公司股東紅利分派得以現金或股票方式
發放，惟股東現金紅利分派之比例以不低於
股東紅利總額之百分之一為原則，惟此現金
紅利分派比例仍得視當年度營運狀況調整
之。
(4)本公司所屬產業正處於成長階段，分派股
利之政策，須視公司目前及未來之投資環
境、資金需求、國內外競爭狀況及資本預算
等因素，兼顧股東利益、平衡股利及公司長
期財務規劃等，每年依法由董事會擬具分派
案，提報股東會。","",
"3141 - 晶宏","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/07","        113,044,870","        141,011,437","        238,918,501","        203,080,726","0.56700000","0.0","         35,837,775","0.0","0.0","                  0","本公司年度決算如有盈餘，除依法完納稅捐及彌補以往年度虧損外，應提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時不在此限；另視公司營運需要及法令或主管機關規定提列或迴轉特別盈餘公積，如尚有盈餘併同期初未分配盈餘，由董事會擬具盈餘分配議案提請股東會決議分派之。
  本公司目前處於企業成長階投，未來數年均有擴充業務及人員之計畫暨資金需求，股東股利之分配得以現金或股票方式發放，其中現金股利不得低於股利總額之百分之十，但現金股利每股配發金額若低於0.5元時，得全數改發股票股利。前述盈餘提供分派之比率及股票、現金股利之比率，本公司得視實際獲利及資金狀況，並考量次一年度之資本預算規畫，經股東會決議調整之。","",
"3144 - 新揚科","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/05/12","        162,110,262","        110,199,632","        252,451,703","        182,005,278","0.70000000","0.0","         70,446,425","0.0","0.0","                  0","本公司應以當年度獲利狀況，應提撥百分之一至十五比例為員工酬勞及提撥不高於百分之三比例為董事酬勞。但公司尚有累積虧損時，應預先保留彌補數額。
員工酬勞得以股票或現金為之，且發給股票或現金之對象，得包括符合一定條件之從屬公司員工。
第一項所稱當年度獲利狀況係指當年度稅前利益扣除分派員工酬勞及董事酬勞前之利益。
員工酬勞及董事酬勞之分派應由董事會以董事三分之二以上之出席及出席董事過半數同意之決議行之，並報告股東會。","",
"3147 - 大綜","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/19","         67,172,972","         39,981,198","         99,441,074","         69,435,975","1.00000000","0.0","         30,005,099","0.0","0.0","                  0","本公司每年度決算獲有盈餘，應先提繳稅款，彌補已往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達資本總額時，不在此限，另依法令規定依法提列或迴轉特別盈餘公積後，如尚有盈餘，再就其餘額加計上年度累積未分配盈餘數為累積可分配盈餘，前述累積可分配盈餘得酌予保留部份，餘由董事會擬具盈餘分派議案，提請股東會決議分配之。
本公司係採取剩餘股利政策，將就當年度提列後之餘額提撥百分之十以上分派股東股利，其中現金股利不得低於當年度股利總額百分之十。惟此股利之發放比例，得視當年度實際獲利及資金需求狀況，調整之。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","摘錄公司章程-股利分派部分","備註",
"3152 - 璟德","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/13","        667,479,613","        806,676,211","      1,393,488,203","        668,818,103","10.50000000","0.0","        724,670,100","0.0","0.0","                  0","第廿六條：本公司年度總決算如有盈餘，依下列順序分派之：
一、提繳稅款。
二、彌補歷年虧損。
三、提列百分之十為法定盈餘公積。但法定 
    盈餘公積已達資本總額時不在此限。
四、依法令或主管機關規定提列或迴轉特別
    盈餘公積。
五、其餘連同以前年度累積未分配盈餘，由
    董事會依本條第二項股利政策擬具盈餘
    分派案，經股東會決議後分派之。
本公司所屬產業正處於成長階段，分派股利之政策，須視公司目前及未來之投資環境、資金需求、國內外競爭狀況及資本預算等因素，兼顧股東利益、平衡股利及公司長期財務規劃等，每年依法由董事會擬具分派案，經股東會決議後分派之。本公司股東紅利分派得以現金或股票方式發放，股東現金紅利分派之比例不低於股東紅利總額之百分之十。","",
"3162 - 精確","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/22","        -95,116,217","       -186,454,094","       -282,530,661","       -282,530,661","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度如有獲利，應依稅前淨利提撥不低於百分之五為員工酬勞，由董事會決議以股票或現金分派發放，其發放對象包含符合一定條件之從屬公司員工；本公司得以上開獲利數額，由董事會決議提撥不高於百分之五為董監酬勞。員工酬勞及董監酬勞分派案應提股東會報告。
但公司尚有累積虧損時，應預先保留彌補數額，再依前項比例提撥員工酬勞及董監酬勞。
本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積，但法定公積已達實收資本時，得免繼續提列，並依法提列或迴轉特別盈餘公積，如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司所處產業環境多變，企業生命週期正處於穩定成長階段，股利政策將優先以股票股利為主，考量公司未來資金需求及長期財務規劃，並滿足股東對現金流入之需求，現金股利發放總額應不低於擬發放當年股東紅利總額百分之十。惟若有突發性重大投資計畫且無法取得其他資金支應者，得全數發放股票股利。","",
"3163 - 波若威","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/20","        295,638,388","        299,440,971","        534,386,833","        370,648,355","2.20000000","0.0","        163,738,478","0.0","0.0","                  0","本公司之股利政策，視公司目前及未來之投資環境、資金需求、國內外競爭狀況及資本預算等因素，兼顧股東利益、平衡股利及公司長期規劃等，每年依法由董事會擬具分配案提報股東會。原則上，每年度發放現金股利不得低於當年度發放現金及股票股利合計數百分之十，惟此項盈餘分配之種類及比率得視當年度實際獲利及資金狀況經股東會決議調整之。
公司年度總決算如有盈餘，應先提繳稅款，彌補已往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積累積已達資本總額時不在此限，並依主管機關規定提列或迴轉之特別盈餘公積後，其餘額加計以前年度之累積未分配盈餘作為可供分配營餘。由董事會視營運需要酌情保留部份盈餘後，提請股東會決議分配股東紅利或股東股息。
股東股利之分派，以決定分派股息及紅利之基準日前五日記載於股東名簿之股東為限。","",
"3169 - 亞信","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/02","         15,633,437","         61,624,404","         70,194,850","         17,104,200","1.00000000","0.0","         53,090,650","0.0","0.0","                  0","本公司公司章程第三十條:
一、本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積提撥已達本公司實收資本額時不在此限；另視公司營運需要及法令規定提列或迴轉特別盈餘公積，其餘除派付股息外，如尚有盈餘併同期初未分配盈餘，由董事會擬具盈餘分配案提請股東會決議分派之。
二、股利政策：本公司股利政策係按公司法及本公司章程規定，並依公司資本及財務結構、營運狀況、盈餘及所屬產業特性及週期等因素所決定，採穩健原則分派，就可分配盈餘得酌予保留或以股票股利或以現金股利或以股票及現金股利等方式分派，以促進公司永續之經營發展。
本公司現正處於成長及擴建期，可分配盈餘之分派，將視未來之資本支出及營運資金規劃，分派之數額以不低於當年度稅後盈餘之百分之三十，以現金股利不少於全部股利發放之百分之十。","",
"3171 - 新洲","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/27","        -91,440,589","         82,394,069","                  0","                  0","0.0","0.25000000","         14,800,879","0.0","0.0","                  0","第十八條之一：本公司年度決算如有盈餘，應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積，但必要時得酌提特別盈餘公積後再行分派股息及紅利。前項提列之特別盈餘公積於提列之目的或原因消失後，迴轉併入未分配盈餘後得列入分配項目，其盈餘分派應依本條所定方式分配之。股息及紅利分派由董事會擬具分配案，經股東會同意後分配之。
第十九條：本公司股利政策採穩健平衡原則，並參酌獲利狀況、財務結構及公司未來發展等因素，就當年度所分配之股利中提撥至少百分之十發放現金股利。","",
"3176 - 基亞","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/14","       -541,503,179","       -568,307,265","                  0","                  0","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度如有獲利，應提撥3%~6%以上為員工酬勞及不高於2%為董事、監察人酬勞。但公司尚有累積虧損時，應先預先保留彌補數額，其餘再依前述比例提撥。前項員工酬勞發給股票或現金的對象，包括符合一定條件之從屬公司。本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時不在此限；另視需要及法令規定提列或迴轉特別盈餘公積後，如尚有盈餘併同期初未分配盈餘，由董事會擬具盈餘分配案提請股東會決議分派之。
本公司股利政策以股票股利（含盈餘及資本公積配股）或現金股利方式發放。董事會參酌營運狀況、資金需求及當年度盈餘（扣除規定提存、董監事酬勞分派及員工紅利）擬具盈餘分派議案經股東會通過。現金股利以不高於可發放股利百分之五十為原則；惟若未來有重大資本支出計劃，得經股東大會同意，全數以股票股利發放之。","",
"3178 - 公準","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/14","         25,344,080","        185,993,101","        187,188,537","         93,776,037","2.35000000","0.0","         93,412,500","0.0","0.0","                  0","本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，採用股票股利或現金股利等方式，分派股息及股東紅利之數額不低於當年度可分配盈餘之百分之十，其中現金股利不得低於當年度分派總額百分之十。","",
"3188 - 鑫龍騰","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/27","       -220,120,350","        -42,987,649","       -263,107,999","       -263,107,999","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度總決算如有盈餘應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積，如法定盈餘公積已達實收資本額，則不在此限。另依證券交易法第41條規定，提撥特別盈餘公積，如尚有盈餘加計以前年度累積未分配盈餘，得視營運需要保留適當額度後派付股東紅利。
前述之盈餘分派案，由董事會擬具分派議案提請股東會決議分派之。 
本公司分配股利之政策，須視公司目前及未來之投資環境、資金需求、國內外競爭狀況及資本預算等因素，兼顧股東利益、平衡股利及公司長期財務規劃等，每年就可供分配盈餘提撥不低於10%分配股東股息紅利，惟累積可供分配盈餘低於實收股本15%時，得不予分配；股東紅利之發放，其中股票股利不高於紅利總額之60 %。","",
"3191 - 和進","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/19","       -255,336,935","       -238,798,292","       -494,135,227","       -494,135,227","0.0","0.0","                  0","0.0","0.0","                  0","第二十一條  
本公司年度如有獲利，應提撥百分之五至百分之十
為員工酬勞，由董事會以董事三分之二以上出席及
出席董事過半數同意之決議以股票或現金發放，
其發放對象得包括符合一定條件之從屬員工；本公
司得依上開獲利數額，由董事會以董事三分之二以
上出席及出席董事過半數同意之決議提撥不高於百
分之五為董監酬勞。但公司尚有虧損時，應預先保
留彌補數額。

第二十一條之一 
本公司年度總決算如有盈餘，先提繳稅款，彌補以
往虧損，次提百分之十為法定盈餘公積及依法提列
或迴轉特別盈餘公積後，如尚有盈餘，併同上年度
累積未分配盈餘由董事會擬具分配案提請股東會決
議分派之。本公司將考量公司所處環境及成長階段
，因應未來資金需求及長期財務規劃。當年度可分
配盈餘之分配係以發放股票股利為原則，亦得搭配
部份現金股利，其中現金股利不得高於股利總額之
百分之五十。","",
"3202 - 樺晟","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/05/31","                  0","         55,474,375","         28,372,415","          9,034,977","0.20000000","0.0","         19,337,438","0.0","0.0","                  0","本公司股利政策分配係依據營運規劃、投資計
劃、資本預算及內外部環境變化並兼顧股東權
益、平衡股利及公司長期財務規劃等，每年依
法由董事會擬具分派案，提報股東會。本公司
為保有充足之資金以因應營運成長及投資需求
資金，故現階段本公司股利政策，係以現金股
利不得低於全部股利總額30%。","",
"3205 - 佰研","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/28","        184,032,513","        268,192,375","        421,777,851","        290,687,327","4.00000000","0.0","        131,090,524","0.0","0.0","                  0","本公司年度總決算如有本期稅後淨利，應先彌補累積虧損(包括調整未分配盈餘金額)，次依法提撥百分之十為法定盈餘公積;但法定盈餘公積累積已達本公司資本總額時，不在此限；再依法令或主管機關規定提撥或迴轉特別盈餘公積。嗣餘盈餘，連同期初未分配盈餘(包括調整未分配盈餘金額)，由董事會擬定盈餘分配案，提請股東會決議分派股東紅利。","",
"3206 - 志豐","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/08","         59,567,454","         58,757,653","        110,665,368","         65,740,886","0.80000000","0.0","         35,939,582","0.20000000","0.0","            898,490","第二十八條 公司年度如有獲利，應提撥不低於1%為員工酬勞及不高於3%為董監事酬勞。但公司尚有累積虧損時，應預先保留彌補數額。前項員工酬勞發給股票或現金之對象，包括符合一定條件之從屬公司員工。","",
"3207 - 耀勝","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/27","       -177,468,757","          9,839,459","       -168,988,374","       -168,988,374","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度總決算如有本期稅後淨利，應先提撥應納之所得稅款及彌補已往虧損(包括調整未分配盈餘金額)，次提百分之十為法定盈餘公積，並依證交法第四十一條規定提列特別盈餘公積，其餘得合併前期未分配盈餘(包括調整未分配盈餘金額)，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股利政策，係配合業務規模拓展，考量公司資本支出及營運週轉所需。股東紅利之分派得以現金或股票方式發放，其中現金股利不低於股東紅利之百分之十。","",
"3211 - 順達","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/08","      1,918,675,514","        474,123,362","      2,342,594,840","      1,900,153,277","3.00000000","0.0","        442,441,563","0.0","0.0","                  0","本公司年度決算如有盈餘，應先提繳稅款、彌補累積虧損，依法提撥百分之十法定盈餘公積；但法定盈餘公積累積已達本公司實收資本額時，不在此限。次依法令或主管機關規定提撥或迴轉特別盈餘公積。如尚有盈餘，連同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派之。
本公司得依財務，業務及營運面等因素綜合考量盈餘之分派，得以現金股利或股票股利方式為之，盈餘之分派以現金股利為優先，其分派比例應佔股東紅利百分之五十以上。","",
